,Unnamed: 0,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,bonus,PlayerFP,GameFP/36,TeamFP,Status,GP,TOTfp,TOTmin,FPperMIN,expFP,delta,MPG,teamperc,percavg,rollingMin
33,33,NBA 2020-2021 Regular Season,22000002,12/22/2020,1627826,Ivica Zubac,C,LA Clippers,LA Lakers,R,0,26.52,4,5,0,0,3,4,3,3,6,1,4,1,1,1,11,11.97,3+,0.0,23.5,31.9,224.0,0.03,33,683.0,649.43,1.05,27.8,-4.300000000000001,19.7,0.1049107142857142,,
34,34,NBA 2020-2021 Regular Season,22000002,12/22/2020,202335,Patrick Patterson,F,LA Clippers,LA Lakers,R,0,19.62,1,5,1,4,0,0,1,2,3,1,2,2,1,0,3,12.51,3+,0.0,12.25,22.5,224.0,0.1,10,87.0,129.61,0.67,13.1,-0.8499999999999996,13.0,0.0546875,,
35,35,NBA 2020-2021 Regular Season,22000002,12/22/2020,101150,Lou Williams,G,LA Clippers,LA Lakers,R,0,25.93,4,9,2,4,1,3,0,2,2,3,2,0,1,0,11,17.86,3+,0.0,18.5,25.7,224.0,0.1,30,690.75,673.24,1.03,26.7,-8.2,22.4,0.0825892857142857,,
36,36,NBA 2020-2021 Regular Season,22000002,12/22/2020,1628379,Luke Kennard,G,LA Clippers,LA Lakers,R,0,21.05,2,6,0,3,0,0,0,2,2,2,3,2,1,1,4,13.6,3+,0.0,15.0,25.7,224.0,0.23,30,464.25,649.6899999999999,0.71,14.9,0.0999999999999996,21.7,0.0669642857142857,,
37,37,NBA 2020-2021 Regular Season,22000002,12/22/2020,1629611,Terance Mann,G-F,LA Clippers,LA Lakers,R,0,1.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.95,3+,0.0,0.0,0.0,224.0,0.1,30,343.5,458.41,0.75,0.8,-0.8,15.3,0.0,,
38,38,NBA 2020-2021 Regular Season,22000002,12/22/2020,202704,Reggie Jackson,G,LA Clippers,LA Lakers,R,0,3.35,0,3,0,2,0,0,0,1,1,0,1,0,0,0,0,36.63,3+,0.0,1.25,13.4,224.0,0.47,30,537.0,609.1300000000001,0.88,2.9,-1.65,20.3,0.0055803571428571,,
39,39,NBA 2020-2021 Regular Season,22000002,12/22/2020,1629662,Mfiondu Kabengele,F-C,LA Clippers,LA Lakers,R,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,0.0,0.0,0.0,224.0,0.0,18,46.75,73.05,0.64,0.6,-0.6,4.1,0.0,,
40,40,NBA 2020-2021 Regular Season,22000002,12/22/2020,1629599,Amir Coffey,G-F,LA Clippers,LA Lakers,R,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,0.0,0.0,0.0,224.0,0.0,20,96.25,153.66,0.63,0.6,-0.6,7.7,0.0,,
41,41,NBA 2020-2021 Regular Season,22000002,12/22/2020,2544,LeBron James,F,LA Lakers,LA Clippers,H,1,28.35,7,17,3,8,5,7,2,3,5,5,2,0,4,0,22,35.88,3+,0.0,35.25,44.8,208.25,1.0,32,1650.25,1119.84,1.47,41.7,-6.450000000000003,35.0,0.1692677070828331,,
42,42,NBA 2020-2021 Regular Season,22000002,12/22/2020,203076,Anthony Davis,F-C,LA Lakers,LA Clippers,H,1,30.88,8,15,0,2,2,2,0,7,7,2,1,0,4,0,18,27.19,3+,0.0,27.75,32.4,208.25,1.0,23,1006.25,755.0200000000001,1.33,41.1,-13.35,32.8,0.1332533013205282,,
43,43,NBA 2020-2021 Regular Season,22000002,12/22/2020,201188,Marc Gasol,C,LA Lakers,LA Clippers,H,1,12.03,0,0,0,0,0,0,0,1,1,1,5,0,1,0,0,3.51,3+,0.0,2.25,6.7,208.25,1.0,32,520.75,650.5500000000001,0.8,9.6,-7.35,20.3,0.0108043217286914,,
44,44,NBA 2020-2021 Regular Season,22000002,12/22/2020,203484,Kentavious Caldwell-Pope,G,LA Lakers,LA Clippers,H,1,23.05,2,4,1,3,4,4,0,2,2,1,2,2,2,1,9,14.22,3+,0.0,18.5,28.9,208.25,1.0,28,458.75,730.43,0.63,14.5,4.0,26.1,0.0888355342136854,,
45,45,NBA 2020-2021 Regular Season,22000002,12/22/2020,203471,Dennis Schroder,G,LA Lakers,LA Clippers,H,1,27.8,5,15,2,5,2,4,1,11,12,8,4,0,1,0,14,26.98,3+,1.5,43.0,55.7,208.25,1.0,29,780.75,901.6,0.87,24.2,18.8,31.1,0.2064825930372149,,
46,46,NBA 2020-2021 Regular Season,22000002,12/22/2020,1626149,Montrezl Harrell,F-C,LA Lakers,LA Clippers,H,0,32.25,6,7,0,0,5,7,4,6,10,3,1,0,1,1,17,14.51,3+,1.5,37.0,41.3,208.25,0.0,32,825.0,775.58,1.06,34.2,2.799999999999997,24.2,0.1776710684273709,,
47,47,NBA 2020-2021 Regular Season,22000002,12/22/2020,202083,Wesley Matthews,G,LA Lakers,LA Clippers,H,0,11.1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,7.61,3+,0.0,2.0,6.5,208.25,0.16,25,272.25,529.0600000000001,0.51,5.7,-3.7,21.2,0.0096038415366146,,
48,48,NBA 2020-2021 Regular Season,22000002,12/22/2020,1628398,Kyle Kuzma,F,LA Lakers,LA Clippers,H,0,26.63,6,11,1,3,2,2,0,1,1,0,2,0,2,0,15,22.01,3+,0.0,15.75,21.3,208.25,0.31,32,748.5,828.88,0.9,24.0,-8.25,25.9,0.0756302521008403,,
49,49,NBA 2020-2021 Regular Season,22000002,12/22/2020,202693,Markieff Morris,F,LA Lakers,LA Clippers,H,0,19.0,1,3,1,2,2,3,1,3,4,1,0,0,0,0,5,9.6,3+,0.0,12.0,22.7,208.25,0.08,26,278.75,401.7800000000001,0.69,13.1,-1.0999999999999996,15.5,0.0576230492196878,,
50,50,NBA 2020-2021 Regular Season,22000002,12/22/2020,1627936,Alex Caruso,G,LA Lakers,LA Clippers,H,0,16.67,1,5,1,4,0,0,0,2,2,1,0,0,3,0,3,20.27,3+,0.0,6.0,13.0,208.25,0.0,25,364.25,489.0799999999999,0.74,12.3,-6.300000000000001,19.6,0.0288115246098439,,
51,51,NBA 2020-2021 Regular Season,22000002,12/22/2020,1629659,Talen Horton-Tucker,G,LA Lakers,LA Clippers,H,0,10.85,2,2,0,0,2,2,0,1,1,0,3,1,1,0,6,15.1,3+,0.0,8.75,29.0,208.25,0.0,28,413.5,474.74,0.87,9.4,-0.6500000000000004,17.0,0.042016806722689,,
52,52,NBA 2020-2021 Regular Season,22000002,12/22/2020,1626188,Quinn Cook,G,LA Lakers,LA Clippers,H,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,0.0,0.0,0.0,208.25,0.0,16,51.75,62.07,0.83,1.1,-1.1,3.9,0.0,,
53,53,NBA 2020-2021 Regular Season,22000003,12/23/2020,203114,Khris Middleton,F,Milwaukee,Boston,R,1,37.55,10,20,3,8,4,4,2,12,14,8,2,0,2,0,27,26.66,3+,1.5,58.5,56.1,236.5,1.0,32,1261.0,1063.0,1.19,44.7,13.799999999999995,33.2,0.2473572938689217,,
54,54,NBA 2020-2021 Regular Season,22000003,12/23/2020,203507,Giannis Antetokounmpo,F,Milwaukee,Boston,R,1,36.4,13,26,3,8,6,8,2,11,13,2,5,0,7,2,35,42.28,3+,1.5,57.75,57.1,236.5,1.0,31,1769.75,1041.8200000000002,1.7,61.9,-4.149999999999999,33.6,0.2441860465116279,,
55,55,NBA 2020-2021 Regular Season,22000003,12/23/2020,201572,Brook Lopez,C,Milwaukee,Boston,R,1,29.1,3,4,1,2,0,0,2,1,3,0,3,0,0,2,7,5.79,3+,0.0,15.25,18.9,236.5,1.0,32,703.0,857.89,0.82,23.9,-8.649999999999999,26.8,0.0644820295983086,,
56,56,NBA 2020-2021 Regular Season,22000003,12/23/2020,1628978,Donte DiVincenzo,G,Milwaukee,Boston,R,1,27.22,6,11,3,4,0,0,2,3,5,3,3,2,1,0,15,18.58,3+,0.0,30.75,40.7,236.5,1.0,32,736.75,845.71,0.87,23.7,7.050000000000001,26.4,0.1300211416490486,,
57,57,NBA 2020-2021 Regular Season,22000003,12/23/2020,201950,Jrue Holiday,G,Milwaukee,Boston,R,1,38.38,10,16,1,4,4,4,2,4,6,3,3,2,3,1,25,22.79,3+,0.0,42.0,39.4,236.5,1.0,23,820.0,746.4900000000001,1.1,42.2,-0.2000000000000028,32.5,0.1775898520084566,,
58,58,NBA 2020-2021 Regular Season,22000003,12/23/2020,1626171,Bobby Portis,F,Milwaukee,Boston,R,0,16.37,1,3,0,0,1,2,1,3,4,1,0,0,1,0,3,12.56,3+,0.0,9.0,19.8,236.5,0.03,32,796.75,691.7000000000002,1.15,18.8,-9.8,21.6,0.0380549682875264,,
59,59,NBA 2020-2021 Regular Season,22000003,12/23/2020,1626192,Pat Connaughton,G,Milwaukee,Boston,R,0,23.13,2,3,2,3,0,0,0,1,1,1,1,0,1,0,6,7.29,3+,0.0,9.25,14.4,236.5,0.0,29,471.25,586.5400000000001,0.8,18.5,-9.25,20.2,0.0391120507399577,,
60,60,NBA 2020-2021 Regular Season,22000003,12/23/2020,1628391,D.J. Wilson,F-C,Milwaukee,Boston,R,0,12.88,0,2,0,2,0,0,0,5,5,1,2,0,1,1,0,9.81,3+,0.0,9.25,25.9,236.5,0.0,10,79.0,94.42,0.84,10.8,-1.5500000000000007,9.4,0.0391120507399577,,
61,61,NBA 2020-2021 Regular Season,22000003,12/23/2020,1627854,Bryn Forbes,G,Milwaukee,Boston,R,0,13.52,1,5,1,4,0,0,0,1,1,0,1,0,0,0,3,15.58,3+,0.0,4.75,12.6,236.5,0.19,32,445.0,612.77,0.73,9.9,-5.15,19.1,0.0200845665961945,,
62,62,NBA 2020-2021 Regular Season,22000003,12/23/2020,1630241,Sam Merrill,G,Milwaukee,Boston,R,0,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3+,0.0,0.0,0.0,236.5,0.0,11,51.5,64.14,0.8,4.4,-4.4,5.8,0.0,,
63,63,NBA 2020-2021 Regular Season,22000003,12/23/2020,1628369,Jayson Tatum,F-G,Boston,Milwaukee,H,1,32.82,12,28,6,13,0,0,0,7,7,2,2,2,2,1,30,39.23,3+,0.0,49.75,54.6,236.75,1.0,26,1199.0,923.81,1.3,42.7,7.049999999999997,35.5,0.2101372756071805,,
64,64,NBA 2020-2021 Regular Season,22000003,12/23/2020,202684,Tristan Thompson,C-F,Boston,Milwaukee,H,1,22.4,6,10,0,0,0,0,4,4,8,1,3,0,0,0,12,19.16,3+,0.0,23.5,37.8,236.75,0.83,29,595.5,664.68,0.9,20.2,3.3000000000000007,22.9,0.099260823653643,,
65,65,NBA 2020-2021 Regular Season,22000003,12/23/2020,1628464,Daniel Theis,F,Boston,Milwaukee,H,1,24.67,4,8,2,6,0,0,0,3,3,3,1,0,0,0,10,13.92,3+,0.0,19.25,28.1,236.75,0.83,29,614.5,720.3299999999998,0.85,21.0,-1.75,24.8,0.0813093980992608,,
66,66,NBA 2020-2021 Regular Season,22000003,12/23/2020,1627759,Jaylen Brown,G-F,Boston,Milwaukee,H,1,37.63,13,24,3,8,4,4,0,5,5,4,3,2,0,1,33,29.38,3+,0.0,52.75,50.5,236.75,1.0,29,1216.25,980.67,1.24,46.7,6.049999999999997,33.8,0.2228088701161562,,
67,67,NBA 2020-2021 Regular Season,22000003,12/23/2020,203935,Marcus Smart,G,Boston,Milwaukee,H,1,38.45,0,3,0,2,3,4,0,1,1,7,2,0,2,2,3,7.55,3+,0.0,17.75,16.6,236.75,1.0,17,523.25,549.44,0.95,36.5,-18.75,32.3,0.0749736008447729,,
68,68,NBA 2020-2021 Regular Season,22000003,12/23/2020,201952,Jeff Teague,G,Boston,Milwaukee,H,0,25.0,7,15,4,4,1,2,2,1,3,4,1,2,0,1,19,27.26,3+,0.0,36.75,52.9,236.75,0.13,23,285.75,396.8,0.72,18.0,18.75,17.3,0.1552270327349524,,
69,69,NBA 2020-2021 Regular Season,22000003,12/23/2020,1629684,Grant Williams,F,Boston,Milwaukee,H,0,14.58,1,5,1,4,0,0,0,1,1,1,2,1,1,0,3,17.66,3+,0.0,7.75,19.1,236.75,0.24,25,299.75,468.8,0.64,9.3,-1.5500000000000007,18.8,0.0327349524815205,,
70,70,NBA 2020-2021 Regular Season,22000003,12/23/2020,1629057,Robert Williams III,C-F,Boston,Milwaukee,H,0,12.47,2,2,0,0,0,0,3,1,4,0,1,0,1,1,4,10.33,3+,0.0,10.5,30.3,236.75,0.0,24,452.0,369.13999999999993,1.22,15.2,-4.699999999999999,15.4,0.0443505807814149,,
71,71,NBA 2020-2021 Regular Season,22000003,12/23/2020,1630202,Payton Pritchard,G,Boston,Milwaukee,H,0,13.0,1,4,1,2,0,0,0,1,1,0,1,1,0,0,3,13.21,3+,0.0,6.75,18.7,236.75,0.04,25,384.5,525.2499999999999,0.73,9.5,-2.75,21.0,0.0285110876451953,,
72,72,NBA 2020-2021 Regular Season,22000003,12/23/2020,1628400,Semi Ojeleye,F,Boston,Milwaukee,H,0,18.98,2,2,1,1,0,1,1,3,4,1,1,0,0,0,5,5.52,3+,0.0,12.0,22.8,236.75,0.2,30,362.0,585.9,0.62,11.8,0.1999999999999993,19.5,0.0506863780359028,,
73,73,NBA 2020-2021 Regular Season,22000004,12/23/2020,203501,Tim Hardaway Jr.,G-F,Dallas,Phoenix,R,1,26.8,3,10,3,8,3,6,0,4,4,0,1,1,0,0,12,21.07,3+,0.0,20.5,27.5,187.25,0.59,29,753.0,877.9999999999998,0.86,23.0,-2.5,30.3,0.1094793057409879,,
74,74,NBA 2020-2021 Regular Season,22000004,12/23/2020,1627827,Dorian Finney-Smith,F,Dallas,Phoenix,R,1,35.8,4,11,1,6,2,2,1,7,8,3,3,2,0,0,11,14.83,3+,0.0,30.0,30.2,187.25,1.0,21,415.25,652.89,0.64,22.9,7.100000000000001,31.1,0.1602136181575434,,
75,75,NBA 2020-2021 Regular Season,22000004,12/23/2020,203939,Dwight Powell,F-C,Dallas,Phoenix,R,1,17.53,1,3,0,0,0,0,1,1,2,1,3,1,2,0,2,12.74,3+,0.0,7.0,14.4,187.25,0.42,19,236.25,314.12,0.75,13.1,-6.1,16.5,0.0373831775700934,,
76,76,NBA 2020-2021 Regular Season,22000004,12/23/2020,1626196,Josh Richardson,G,Dallas,Phoenix,R,1,36.27,5,11,2,7,0,0,1,6,7,1,4,1,2,0,12,16.01,3+,0.0,24.25,24.1,187.25,1.0,21,480.0,665.94,0.72,26.1,-1.8500000000000012,31.7,0.1295060080106809,,
77,77,NBA 2020-2021 Regular Season,22000004,12/23/2020,1629029,Luka Doncic,F-G,Dallas,Phoenix,R,1,35.95,11,26,0,6,10,12,2,6,8,5,2,0,1,0,32,40.12,3+,0.0,49.0,49.1,187.25,1.0,29,1651.5,1024.43,1.61,57.9,-8.899999999999999,35.3,0.2616822429906542,,
78,78,NBA 2020-2021 Regular Season,22000004,12/23/2020,1628467,Maxi Kleber,F,Dallas,Phoenix,R,0,26.88,2,8,2,7,4,4,1,2,3,1,4,0,1,0,10,17.88,3+,0.0,15.75,21.1,187.25,0.67,18,330.5,461.65,0.72,19.4,-3.649999999999999,25.6,0.0841121495327102,,
79,79,NBA 2020-2021 Regular Season,22000004,12/23/2020,203504,Trey Burke,G,Dallas,Phoenix,R,0,19.6,3,6,1,1,0,0,0,0,0,0,0,0,1,0,7,15.96,3+,0.0,7.0,12.9,187.25,0.0,29,374.0,479.38999999999993,0.78,15.3,-8.3,16.5,0.0373831775700934,,
80,80,NBA 2020-2021 Regular Season,22000004,12/23/2020,201949,James Johnson,F,Dallas,Phoenix,R,0,13.7,0,0,0,0,0,0,0,3,3,1,3,1,1,0,0,3.26,3+,0.0,6.75,17.7,187.25,0.04,24,384.0,451.97,0.85,11.6,-4.85,18.8,0.0360480640854472,,
81,81,NBA 2020-2021 Regular Season,22000004,12/23/2020,1628973,Jalen Brunson,G,Dallas,Phoenix,R,0,18.18,5,8,0,2,2,2,0,2,2,4,2,0,3,0,12,29.2,3+,0.0,19.0,37.6,187.25,0.23,26,585.25,636.08,0.92,16.7,2.3000000000000007,24.5,0.1014686248331108,,
82,82,NBA 2020-2021 Regular Season,22000004,12/23/2020,1630182,Josh Green,G,Dallas,Phoenix,R,0,3.27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13.66,3+,0.0,2.0,22.0,187.25,0.29,17,111.25,211.77,0.53,1.7,0.3,12.5,0.0106809078771695,,
83,83,NBA 2020-2021 Regular Season,22000004,12/23/2020,1626161,Willie Cauley-Stein,C,Dallas,Phoenix,R,0,6.03,1,1,0,0,0,0,0,2,2,1,1,0,0,0,2,7.41,3+,0.0,6.0,35.8,187.25,0.36,28,411.0,498.85,0.82,4.9,1.0999999999999996,17.8,0.0320427236315086,,
84,84,NBA 2020-2021 Regular Season,22000004,12/23/2020,1628969,Mikal Bridges,F,Phoenix,Dallas,H,1,35.95,5,11,4,7,4,4,2,5,7,0,2,0,0,2,18,15.65,3+,0.0,32.75,32.8,222.0,1.0,30,823.75,975.97,0.84,30.2,2.5500000000000007,32.5,0.1475225225225225,,
85,85,NBA 2020-2021 Regular Season,22000004,12/23/2020,203109,Jae Crowder,F,Phoenix,Dallas,H,1,25.97,1,6,1,5,1,2,0,9,9,4,0,0,1,0,4,13.38,3+,0.0,21.25,29.5,222.0,0.59,27,619.5,740.57,0.84,21.8,-0.5500000000000007,27.4,0.0957207207207207,,
86,86,NBA 2020-2021 Regular Season,22000004,12/23/2020,1629028,Deandre Ayton,C,Phoenix,Dallas,H,1,24.17,5,9,0,0,3,6,1,7,8,1,4,1,2,2,13,24.88,3+,0.0,29.5,43.9,222.0,1.0,30,1023.25,949.5500000000002,1.08,26.1,3.3999999999999986,31.7,0.1328828828828828,,
87,87,NBA 2020-2021 Regular Season,22000004,12/23/2020,1626164,Devin Booker,G,Phoenix,Dallas,H,1,34.12,8,15,2,6,4,6,0,5,5,3,4,2,8,0,22,33.13,3+,0.0,33.75,35.6,222.0,1.0,26,975.0,896.0200000000001,1.09,37.2,-3.450000000000003,34.5,0.152027027027027,,
88,88,NBA 2020-2021 Regular Season,22000004,12/23/2020,101108,Chris Paul,G,Phoenix,Dallas,H,1,27.75,3,9,0,2,2,2,1,3,4,5,3,2,3,0,8,20.46,3+,0.0,23.0,29.8,222.0,1.0,29,1127.25,921.06,1.22,33.9,-10.9,31.8,0.1036036036036036,,
89,89,NBA 2020-2021 Regular Season,22000004,12/23/2020,1627745,Damian Jones,C,Phoenix,Dallas,H,0,7.62,0,0,0,0,0,0,0,1,1,0,5,1,1,1,0,5.79,3+,0.0,4.75,22.4,222.0,0.0,14,59.5,93.52000000000002,0.64,4.9,-0.1500000000000003,6.7,0.0213963963963963,,
90,90,NBA 2020-2021 Regular Season,22000004,12/23/2020,1626166,Cameron Payne,G,Phoenix,Dallas,H,0,20.25,5,9,1,2,0,0,1,2,3,3,2,0,1,1,11,21.77,3+,0.0,21.25,37.8,222.0,0.0,19,314.75,334.77,0.94,19.0,2.25,17.6,0.0957207207207207,,
91,91,NBA 2020-2021 Regular Season,22000004,12/23/2020,1629661,Cameron Johnson,F,Phoenix,Dallas,H,0,25.53,5,9,1,3,4,4,0,5,5,1,2,1,0,0,15,18.58,3+,0.0,25.25,35.6,222.0,0.3,30,594.75,736.6600000000002,0.81,20.7,4.550000000000001,24.6,0.1137387387387387,,
92,92,NBA 2020-2021 Regular Season,22000004,12/23/2020,1628975,Jevon Carter,G,Phoenix,Dallas,H,0,13.88,0,3,0,3,0,0,0,2,2,2,2,0,1,0,0,12.71,3+,0.0,5.0,13.0,222.0,0.0,26,209.25,272.67,0.77,10.7,-5.699999999999999,10.5,0.0225225225225225,,
93,93,NBA 2020-2021 Regular Season,22000004,12/23/2020,1630188,Jalen Smith,F-C,Phoenix,Dallas,H,0,16.22,2,3,0,0,0,2,1,2,3,1,1,0,1,1,4,13.27,3+,0.0,10.75,23.9,222.0,0.0,8,34.0,49.72,0.68,11.0,-0.25,6.2,0.0484234234234234,,
94,94,NBA 2020-2021 Regular Season,22000004,12/23/2020,204038,Langston Galloway,G,Phoenix,Dallas,H,0,8.57,4,5,2,2,1,1,0,1,1,1,1,0,0,0,11,27.99,3+,0.0,14.75,62.0,222.0,0.0,25,184.5,261.69999999999993,0.71,6.1,8.65,10.5,0.0664414414414414,,
95,95,NBA 2020-2021 Regular Season,22000010,12/23/2020,202330,Gordon Hayward,F,Charlotte,Cleveland,R,1,36.22,11,18,4,8,2,2,0,4,4,7,4,1,3,0,28,25.98,3+,0.0,46.0,45.7,230.5,1.0,28,1051.0,979.9100000000002,1.07,38.8,7.200000000000003,35.0,0.1995661605206073,,
96,96,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629023,P.J. Washington,F,Charlotte,Cleveland,R,1,21.38,1,5,0,1,2,2,0,2,2,2,1,0,0,1,4,11.83,3+,0.0,11.5,19.4,230.5,1.0,26,734.75,753.4300000000001,0.98,21.0,-9.5,29.0,0.0498915401301518,,
97,97,NBA 2020-2021 Regular Season,22000010,12/23/2020,203469,Cody Zeller,F-C,Charlotte,Cleveland,R,1,18.95,3,6,0,2,0,1,1,2,3,0,1,3,1,1,6,16.89,3+,0.0,17.25,32.8,230.5,0.82,17,426.0,402.9500000000001,1.06,20.1,-2.8500000000000014,23.7,0.0748373101952277,,
98,98,NBA 2020-2021 Regular Season,22000010,12/23/2020,1626179,Terry Rozier,G,Charlotte,Cleveland,R,1,37.52,15,23,10,16,2,4,1,2,3,2,5,2,3,1,42,31.82,3+,0.0,58.25,55.9,230.5,1.0,28,968.0,937.24,1.03,38.6,19.65,33.5,0.2527114967462039,,
99,99,NBA 2020-2021 Regular Season,22000010,12/23/2020,1628984,Devonte' Graham,G,Charlotte,Cleveland,R,1,37.12,4,13,2,9,0,0,2,1,3,10,1,0,2,0,10,17.38,3+,4.5,33.25,32.2,230.5,1.0,25,730.75,820.57,0.89,33.0,0.25,32.8,0.1442516268980477,,
100,100,NBA 2020-2021 Regular Season,22000010,12/23/2020,1630163,LaMelo Ball,G,Charlotte,Cleveland,R,0,15.8,0,5,0,3,0,0,0,1,1,3,2,2,3,0,0,21.78,3+,0.0,8.25,18.8,230.5,0.33,30,1056.75,846.2499999999999,1.25,19.8,-11.55,28.2,0.0357917570498915,,
101,101,NBA 2020-2021 Regular Season,22000010,12/23/2020,1628970,Miles Bridges,F,Charlotte,Cleveland,R,0,22.08,3,10,0,5,0,0,1,5,6,1,1,1,0,0,6,19.48,3+,0.0,17.0,27.7,230.5,0.07,30,679.25,797.2099999999999,0.85,18.8,-1.8000000000000007,26.6,0.0737527114967462,,
102,102,NBA 2020-2021 Regular Season,22000010,12/23/2020,202687,Bismack Biyombo,C,Charlotte,Cleveland,R,0,24.35,5,5,0,0,1,5,1,3,4,0,1,0,2,1,11,16.25,3+,0.0,17.0,25.1,230.5,0.57,28,479.75,619.7099999999999,0.77,18.7,-1.6999999999999993,22.1,0.0737527114967462,,
103,103,NBA 2020-2021 Regular Season,22000010,12/23/2020,1628998,Cody Martin,F,Charlotte,Cleveland,R,0,21.02,2,3,0,0,1,1,1,4,5,4,1,0,0,0,5,7.04,3+,0.0,17.25,29.5,230.5,0.0,18,128.5,162.54999999999998,0.79,16.6,0.6499999999999986,9.0,0.0748373101952277,,
104,104,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629667,Jalen McDaniels,F-C,Charlotte,Cleveland,R,0,5.57,1,2,0,0,0,0,1,0,1,0,0,1,1,0,2,23.17,3+,0.0,4.75,30.7,230.5,0.0,12,104.25,151.93,0.69,3.8,0.9500000000000002,12.7,0.0206073752711496,,
105,105,NBA 2020-2021 Regular Season,22000010,12/23/2020,1630171,Isaac Okoro,F-G,Cleveland,Charlotte,H,1,33.53,4,5,1,2,2,2,0,3,3,5,1,0,2,0,11,9.91,3+,0.0,21.75,23.4,265.5,1.0,27,459.0,902.72,0.51,17.1,4.649999999999999,33.4,0.0819209039548022,,
106,106,NBA 2020-2021 Regular Season,22000010,12/23/2020,1626204,Larry Nance Jr.,F-C,Cleveland,Charlotte,H,1,33.57,5,9,1,1,2,2,5,8,13,8,4,3,2,2,13,14.93,3+,1.5,52.25,56.0,265.5,0.95,19,523.75,635.07,0.82,27.5,24.75,33.4,0.1967984934086629,,
107,107,NBA 2020-2021 Regular Season,22000010,12/23/2020,203083,Andre Drummond,C,Cleveland,Charlotte,H,1,27.2,7,18,0,1,0,0,3,11,14,4,2,1,5,0,14,35.67,3+,1.5,38.5,51.0,265.5,1.0,25,1078.75,721.8,1.49,40.5,-2.0,28.9,0.1450094161958568,,
108,108,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629012,Collin Sexton,G,Cleveland,Charlotte,H,1,37.08,9,16,3,4,6,9,0,2,2,5,4,0,2,0,27,24.98,3+,0.0,37.5,36.4,265.5,1.0,27,925.75,958.78,0.97,36.0,1.5,35.5,0.1412429378531073,,
109,109,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629636,Darius Garland,G,Cleveland,Charlotte,H,1,32.55,7,13,4,8,4,4,0,6,6,6,3,1,2,0,22,21.72,3+,0.0,41.5,45.9,265.5,0.88,24,710.75,795.3699999999999,0.89,29.0,12.5,33.1,0.1563088512241054,,
110,110,NBA 2020-2021 Regular Season,22000010,12/23/2020,1626224,Cedi Osman,F,Cleveland,Charlotte,H,0,17.95,4,9,3,6,0,0,1,3,4,2,2,0,1,0,11,23.5,3+,0.0,20.0,40.1,265.5,0.47,32,713.25,846.3200000000002,0.84,15.1,4.9,26.4,0.0753295668549905,,
111,111,NBA 2020-2021 Regular Season,22000010,12/23/2020,201580,JaVale McGee,C-F,Cleveland,Charlotte,H,0,19.2,6,7,0,1,1,1,1,6,7,1,3,1,1,1,13,18.54,3+,0.0,26.75,50.2,265.5,0.04,23,418.0,347.52,1.2,23.0,3.75,15.1,0.1007532956685499,,
112,112,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629731,Dean Wade,F-C,Cleveland,Charlotte,H,0,15.87,3,4,1,2,0,0,0,0,0,3,3,3,2,0,7,15.95,3+,0.0,17.0,38.6,265.5,0.04,24,129.75,213.06000000000003,0.61,9.7,7.300000000000001,8.9,0.064030131826742,,
113,113,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629685,Dylan Windler,G-F,Cleveland,Charlotte,H,0,9.48,1,5,1,4,0,0,0,0,0,0,0,2,1,0,3,26.7,3+,0.0,7.0,26.6,265.5,0.0,18,271.75,326.84000000000003,0.83,7.9,-0.9000000000000004,18.2,0.0263653483992467,,
114,114,NBA 2020-2021 Regular Season,22000010,12/23/2020,1628422,Damyean Dotson,G,Cleveland,Charlotte,H,0,13.55,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,3.11,3+,0.0,3.25,8.6,265.5,0.23,26,370.25,524.2,0.71,9.6,-6.35,20.2,0.0122410546139359,,
115,115,NBA 2020-2021 Regular Season,22000010,12/23/2020,1629716,Marques Bolden,C,Cleveland,Charlotte,H,0,0.02,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1855.89,3+,0.0,0.0,0.0,265.5,0.0,6,21.5,28.63,0.75,0.0,0.0,4.8,0.0,,
116,116,NBA 2020-2021 Regular Season,22000011,12/23/2020,203493,Reggie Bullock,G-F,New York,Indiana,R,1,25.63,4,10,3,8,0,0,0,1,1,2,3,1,0,0,11,16.85,3+,0.0,18.75,26.3,224.5,1.0,27,458.75,718.5199999999999,0.64,16.4,2.3500000000000014,26.6,0.0835189309576837,,
